Issue key,Issue id,"Custom field 
(CRM Company)",Custom field (Environment),Status,Custom field (Request Category),Created,Resolved,Resolution
TSR-272196,451888,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272194,451886,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272193,451885,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272199,451891,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272198,451890,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272184,451876,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272182,451874,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272190,451882,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272188,451880,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272192,451884,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272181,451872,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272180,451871,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272179,451870,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272177,451868,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272170,451861,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272166,451857,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272172,451863,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272174,451865,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272167,451858,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272165,451856,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272161,451852,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272163,451854,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272162,451853,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272164,451855,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272157,451848,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272160,451851,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-272159,451850,Customer 14,,Closed,Software Change,18-Mar-22,22-Mar-22,Done
TSR-271244,450798,Customer 14,,Closed,Infrastructure Change,17-Mar-22,17-Mar-22,Done
TSR-246083,422898,Customer 14,,Canceled,Software Change,09-Feb-22,10-Feb-22,Resolved
TSR-246076,422891,Customer 14,,Canceled,Software Change,09-Feb-22,10-Feb-22,Resolved
TSR-235826,410533,Customer 14,,Awaiting Non Prod Implementation,Infrastructure Change,24-Jan-22,,
TSR-235450,410114,Customer 14,,In Review,Infrastructure Change,23-Jan-22,23-Jan-22,Not Resolved
TSR-229466,403557,Customer 14,,Waiting on customer,Software Change,12-Jan-22,,
TSR-216216,388707,Customer 14,,Closed,Infrastructure Change,16-Dec-21,15-Jan-22,Done
TSR-212376,383881,Customer 14,,Waiting on customer,Software Change,10-Dec-21,,
TSR-212373,383878,Customer 14,,Waiting on customer,Software Change,10-Dec-21,,
TSR-211645,383081,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211636,383072,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211635,383071,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211634,383070,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211631,383067,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211630,383066,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-211626,383062,Customer 14,,Waiting on customer,Software Change,09-Dec-21,,
TSR-407635,600438,Customer 15,,In Review,Software Change,03-Oct-22,,
TSR-405536,598166,Customer 15,,In Review,Infrastructure Change,29-Sep-22,,
TSR-404807,597372,Customer 15,,Awaiting Non Prod Implementation,Software Change,29-Sep-22,,
TSR-404802,597367,Customer 15,,Waiting on customer,Software Change,29-Sep-22,,
TSR-404798,597363,Customer 15,,Waiting on customer,Software Change,29-Sep-22,,
TSR-402878,595282,Customer 15,,Waiting on customer,Software Change,27-Sep-22,,
TSR-400862,593091,Customer 15,,Customer Replied,Software Change,22-Sep-22,,
TSR-399142,591196,Customer 15,,In Review,Infrastructure Change,20-Sep-22,,
TSR-398525,590504,Customer 15,,In Review,Software Change,20-Sep-22,,
TSR-396471,588241,Customer 15,,Awaiting Non Prod Implementation,Software Change,16-Sep-22,,
TSR-396468,588238,Customer 15,,Awaiting Non Prod Implementation,Software Change,16-Sep-22,,
TSR-396466,588236,Customer 15,,Awaiting Non Prod Implementation,Software Change,16-Sep-22,,
TSR-396058,587804,Customer 15,,Awaiting Non Prod Implementation,Infrastructure Change,15-Sep-22,,
TSR-395782,587510,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395605,587311,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395572,587275,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395568,587271,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395565,587268,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395561,587263,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395558,587260,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395553,587255,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395548,587250,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395541,587243,Customer 15,,In Review,Software Change,15-Sep-22,,
TSR-395538,587239,Customer 15,,In Review,Software Change,14-Sep-22,,
TSR-395534,587235,Customer 15,,In Review,Software Change,14-Sep-22,,
TSR-395526,587227,Customer 15,,In Review,Software Change,14-Sep-22,,
TSR-394737,586367,Customer 15,,Waiting on customer,Software Change,14-Sep-22,,
TSR-392765,584193,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-Sep-22,,
TSR-391557,582911,Customer 15,,In Review,Infrastructure Change,08-Sep-22,,
TSR-388183,579230,Customer 15,,Waiting on customer,Software Change,02-Sep-22,,
TSR-386499,577385,Customer 15,,â€‹  WIP- Prod implementation,Software Change,31-Aug-22,,
TSR-381381,571814,Customer 15,,Awaiting Prod implementation,Software Change,25-Aug-22,,
TSR-380266,570600,Customer 15,,Waiting on customer,Software Change,23-Aug-22,,
TSR-379532,569483,Customer 15,,Awaiting Non Prod Implementation,Infrastructure Change,22-Aug-22,,
TSR-378169,568047,Customer 15,,Closed,Software Change,19-Aug-22,23-Aug-22,Done
TSR-376564,566279,Customer 15,,Closed,Infrastructure Change,18-Aug-22,26-Aug-22,Done
TSR-376425,566127,Customer 15,,Closed,Infrastructure Change,17-Aug-22,30-Aug-22,Done
TSR-375675,565300,Customer 15,,Closed,Software Change,16-Aug-22,18-Aug-22,Done
TSR-371484,560751,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-Aug-22,,
TSR-371480,560747,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-Aug-22,,
TSR-371472,560738,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-Aug-22,,
TSR-370532,559676,Customer 15,,Awaiting Non Prod Implementation,Software Change,08-Aug-22,,
TSR-368296,557326,Customer 15,,Awaiting Non Prod Implementation,Software Change,04-Aug-22,,
TSR-364870,553573,Customer 15,,Waiting on customer,Software Change,31-Jul-22,,
TSR-364516,553204,Customer 15,,â€‹  WIP- Prod implementation,Software Change,30-Jul-22,,
TSR-364381,553062,Customer 15,,Awaiting Prod implementation,Software Change,29-Jul-22,,
TSR-364191,552860,Customer 15,,Awaiting Prod implementation,Software Change,29-Jul-22,,
TSR-363605,552230,Customer 15,,Canceled,Software Change,29-Jul-22,29-Jul-22,Canceled
TSR-363506,552124,Customer 15,,Awaiting Non Prod Implementation,Software Change,28-Jul-22,,
TSR-362311,550836,Customer 15,,Awaiting Non Prod Implementation,Software Change,27-Jul-22,,
TSR-360432,548781,Customer 15,,In Review,Infrastructure Change,26-Jul-22,,
TSR-357378,545588,Customer 15,,Closed,Infrastructure Change,22-Jul-22,17-Aug-22,Done
TSR-354590,542562,Customer 15,,Awaiting Prod implementation,Software Change,18-Jul-22,,
TSR-353868,541754,Customer 15,,Closed,Software Change,17-Jul-22,17-Aug-22,Done
TSR-349945,537469,Customer 15,,Canceled,Software Change,12-Jul-22,19-Jul-22,Canceled
TSR-347543,534911,Customer 15,,In Review,,07-Jul-22,,
TSR-346946,534254,Customer 15,,Canceled,Infrastructure Change,07-Jul-22,07-Jul-22,Resolved
TSR-346925,534233,Customer 15,,Canceled,Infrastructure Change,06-Jul-22,07-Jul-22,Resolved
TSR-345845,533055,Customer 15,,Awaiting Non Prod Implementation,Software Change,05-Jul-22,,
TSR-343044,530062,Customer 15,,Waiting on customer,Software Change,01-Jul-22,,
TSR-341941,528839,Customer 15,,Closed,Software Change,30-Jun-22,18-Aug-22,Done
TSR-340904,527723,Customer 15,,Canceled,Infrastructure Change,28-Jun-22,17-Aug-22,Resolved
TSR-340074,526795,Customer 15,,Customer Replied,Software Change,27-Jun-22,,
TSR-337970,524556,Customer 15,,Awaiting Prod implementation,Software Change,23-Jun-22,,
TSR-336811,523260,Customer 15,,Awaiting Non Prod Implementation,Software Change,22-Jun-22,,
TSR-336794,523241,Customer 15,,Closed,,22-Jun-22,28-Jul-22,Done
TSR-336420,522831,Customer 15,,Waiting on customer,Software Change,22-Jun-22,,
TSR-335566,521915,Customer 15,,Canceled,Software Change,21-Jun-22,12-Jul-22,Resolved
TSR-333699,519861,Customer 15,,Awaiting Non Prod Implementation,Software Change,17-Jun-22,,
TSR-332076,518062,Customer 15,,Awaiting Non Prod Implementation,Software Change,15-Jun-22,,
TSR-329791,515617,Customer 15,,Closed,Software Change,11-Jun-22,11-Jun-22,Done
TSR-328877,514636,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-Jun-22,,
TSR-328152,513823,Customer 15,,Closed,Software Change,09-Jun-22,30-Jun-22,Done
TSR-327158,512741,Customer 15,,Awaiting Non Prod Implementation,Software Change,08-Jun-22,,
TSR-326199,511701,Customer 15,,Closed,Software Change,06-Jun-22,17-Aug-22,Done
TSR-324143,509428,Customer 15,,Closed,Infrastructure Change,02-Jun-22,06-Jul-22,Done
TSR-323321,508540,Customer 15,,Canceled,Infrastructure Change,01-Jun-22,02-Jun-22,Duplicate
TSR-317745,502549,Customer 15,,Closed,Software Change,25-May-22,16-Aug-22,Done
TSR-315601,500206,Customer 15,,Closed,Infrastructure Change,20-May-22,02-Jun-22,Done
TSR-313387,497740,Customer 15,,Awaiting Non Prod Implementation,Software Change,17-May-22,,
TSR-311940,496180,Customer 15,,Canceled,Software Change,16-May-22,15-Aug-22,Resolved
TSR-311907,496136,Customer 15,,Closed,Infrastructure Change,16-May-22,15-Aug-22,Done
TSR-311531,495755,Customer 15,,Awaiting Non Prod Implementation,Software Change,14-May-22,,
TSR-310625,494788,Customer 15,,Closed,Infrastructure Change,13-May-22,30-Jun-22,Done
TSR-309755,493848,Customer 15,,Closed,Software Change,11-May-22,30-Jun-22,Done
TSR-308322,492282,Customer 15,,Awaiting Non Prod Implementation,Software Change,10-May-22,,
TSR-307401,491279,Customer 15,,Canceled,Software Change,08-May-22,10-May-22,Resolved
TSR-305800,489556,Customer 15,,Closed,Software Change,05-May-22,10-May-22,Done
TSR-305630,489363,Customer 15,,Canceled,Infrastructure Change,04-May-22,16-Aug-22,Resolved
TSR-304539,488188,Customer 15,,Awaiting Non Prod Implementation,Software Change,03-May-22,,
TSR-304533,488182,Customer 15,,Closed,Software Change,03-May-22,15-Aug-22,Done
TSR-301348,484701,Customer 15,,Closed,Software Change,27-Apr-22,02-May-22,Done
TSR-301166,484512,Customer 15,,Canceled,Software Change,27-Apr-22,10-May-22,Resolved
TSR-296762,479683,Customer 15,,Closed,Infrastructure Change,20-Apr-22,10-May-22,Done
TSR-296716,479635,Customer 15,,Canceled,Infrastructure Change,20-Apr-22,20-Apr-22,Resolved
TSR-295000,477242,Customer 15,,Closed,Software Change,19-Apr-22,21-Apr-22,Done
TSR-294865,477102,Customer 15,,Canceled,Software Change,18-Apr-22,15-Aug-22,Resolved
TSR-291531,473453,Customer 15,,Closed,Software Change,12-Apr-22,13-Apr-22,Done
TSR-290341,472096,Customer 15,,Closed,Infrastructure Change,08-Apr-22,13-Apr-22,Done
TSR-286877,467786,Customer 15,,Closed,Software Change,04-Apr-22,12-Apr-22,Done
TSR-279278,459400,Customer 15,,Closed,Software Change,24-Mar-22,13-Apr-22,Done
TSR-270074,449486,Customer 15,,Closed,Software Change,16-Mar-22,17-Mar-22,Done
TSR-269304,448591,Customer 15,,Closed,Software Change,15-Mar-22,16-Mar-22,Done
TSR-268241,447422,Customer 15,,Closed,Software Change,12-Mar-22,13-Apr-22,Done
TSR-266583,445587,Customer 15,,Closed,Software Change,10-Mar-22,10-Mar-22,Done
TSR-263835,442629,Customer 15,,Closed,Software Change,08-Mar-22,08-Mar-22,Done
TSR-260282,438947,Customer 15,,Closed,Software Change,05-Mar-22,12-Apr-22,Done
TSR-260259,438921,Customer 15,,Closed,Software Change,04-Mar-22,08-Mar-22,Done
TSR-260048,438680,Customer 15,,Closed,Software Change,04-Mar-22,07-Mar-22,Done
TSR-260042,438673,Customer 15,,Awaiting Non Prod Implementation,Infrastructure Change,04-Mar-22,,
TSR-259530,438092,Customer 15,,Closed,Software Change,04-Mar-22,04-Mar-22,Done
TSR-258560,437045,Customer 15,,Canceled,Software Change,02-Mar-22,02-Mar-22,Resolved
TSR-257867,436247,Customer 15,,Closed,Infrastructure Change,02-Mar-22,31-Mar-22,Done
TSR-256876,435134,Customer 15,,Closed,Software Change,28-Feb-22,02-Mar-22,Done
TSR-256842,435099,Customer 15,,In Review,Software Change,28-Feb-22,,
TSR-254996,433051,Customer 15,,Closed,Software Change,25-Feb-22,28-Feb-22,Done
TSR-254944,432996,Customer 15,,Closed,Software Change,24-Feb-22,25-Feb-22,Done
TSR-253428,431313,Customer 15,,Closed,Software Change,23-Feb-22,24-Feb-22,Done
TSR-251489,429112,Customer 15,,Closed,Software Change,18-Feb-22,24-Feb-22,Done
TSR-251452,429074,Customer 15,,Closed,Software Change,18-Feb-22,08-Mar-22,Done
TSR-250684,428212,Customer 15,,Closed,Software Change,17-Feb-22,18-Feb-22,Done
TSR-250118,427554,Customer 15,,Closed,Software Change,17-Feb-22,17-Feb-22,Done
TSR-249443,426747,Customer 15,,Closed,Software Change,16-Feb-22,23-Feb-22,Done
TSR-249262,426550,Customer 15,,Closed,Software Change,15-Feb-22,18-Feb-22,Done
TSR-248775,425992,Customer 15,,Awaiting Non Prod Implementation,Software Change,15-Feb-22,,
TSR-248622,425819,Customer 15,,Canceled,Software Change,15-Feb-22,15-Feb-22,Resolved
TSR-248594,425791,Customer 15,,Closed,Software Change,15-Feb-22,15-Feb-22,Done
TSR-248534,425727,Customer 15,,Closed,Software Change,14-Feb-22,15-Feb-22,Done
TSR-247456,424510,Customer 15,,Canceled,Software Change,11-Feb-22,15-Feb-22,Resolved
TSR-246863,423786,Customer 15,,Canceled,,10-Feb-22,15-Feb-22,Resolved
TSR-246128,422943,Customer 15,,Canceled,Software Change,10-Feb-22,15-Feb-22,Resolved
TSR-245223,421901,Customer 15,,Closed,Software Change,08-Feb-22,09-Mar-22,Done
TSR-243520,419957,Customer 15,,Closed,Software Change,05-Feb-22,10-Feb-22,Done
TSR-243293,419711,Customer 15,,Closed,Software Change,04-Feb-22,28-Feb-22,Done
TSR-243273,419687,Customer 15,,Canceled,Software Change,04-Feb-22,25-Mar-22,Resolved
TSR-242863,419206,Customer 15,,Closed,Software Change,04-Feb-22,08-Feb-22,Done
TSR-241685,417907,Customer 15,,Canceled,Software Change,02-Feb-22,04-Feb-22,Resolved
TSR-241683,417905,Customer 15,,Closed,Software Change,02-Feb-22,08-Feb-22,Done
TSR-241674,417896,Customer 15,,Canceled,Software Change,02-Feb-22,04-Feb-22,Resolved
TSR-241671,417893,Customer 15,,Canceled,Software Change,02-Feb-22,04-Feb-22,Resolved
TSR-241667,417791,Customer 15,,Canceled,Software Change,02-Feb-22,04-Feb-22,Resolved
TSR-240837,416353,Customer 15,,Closed,Software Change,01-Feb-22,04-Feb-22,Done
TSR-237628,412510,Customer 15,,Awaiting Non Prod Implementation,Software Change,27-Jan-22,,
TSR-237624,412506,Customer 15,,Closed,Software Change,27-Jan-22,28-Jan-22,Done
TSR-236972,411809,Customer 15,,Closed,Software Change,25-Jan-22,26-Jan-22,Done
TSR-236402,411176,Customer 15,,Closed,Software Change,25-Jan-22,27-Jan-22,Done
TSR-236303,411061,Customer 15,,Closed,Software Change,25-Jan-22,26-Jan-22,Done
TSR-236293,411047,Customer 15,,Closed,Software Change,25-Jan-22,23-Mar-22,Done
TSR-235237,409893,Customer 15,,Closed,Software Change,22-Jan-22,08-Mar-22,Done
TSR-235000,409639,Customer 15,,Closed,Software Change,21-Jan-22,22-Jan-22,Done
TSR-233792,408287,Customer 15,,Closed,Software Change,20-Jan-22,26-Jan-22,Done
TSR-233724,408216,Customer 15,,Closed,Software Change,20-Jan-22,27-Jan-22,Done
TSR-233674,408164,Customer 15,,Closed,Infrastructure Change,19-Jan-22,26-Jan-22,Done
TSR-233607,408094,Customer 15,,Closed,Software Change,19-Jan-22,20-Jan-22,Done
TSR-233079,407535,Customer 15,,Closed,Software Change,19-Jan-22,26-Jan-22,Done
TSR-229608,403711,Customer 15,,Closed,,12-Jan-22,07-Jul-22,Done
TSR-225294,398849,Customer 15,,Closed,Infrastructure Change,04-Jan-22,22-Jan-22,Done
TSR-221389,394349,Customer 15,,Canceled,,27-Dec-21,25-Feb-22,Resolved
TSR-216370,388868,Customer 15,,Canceled,Software Change,16-Dec-21,10-Feb-22,Resolved
TSR-210799,382189,Customer 15,,Closed,Software Change,08-Dec-21,22-Jan-22,Done
TSR-207411,378456,Customer 15,,Canceled,,02-Dec-21,20-Jan-22,Resolved
TSR-205683,376422,Customer 15,,Closed,,30-Nov-21,26-Apr-22,Done
TSR-194792,364868,Customer 15,,Canceled,Infrastructure Change,20-Nov-21,22-Jan-22,Resolved
TSR-194757,364829,Customer 15,,Closed,Software Change,20-Nov-21,04-Feb-22,Done
TSR-194057,364026,Customer 15,,Closed,Software Change,19-Nov-21,22-Jan-22,Done
TSR-191851,361505,Customer 15,,Canceled,Software Change,16-Nov-21,09-Feb-22,Resolved
TSR-189800,359314,Customer 15,,Canceled,,11-Nov-21,04-Feb-22,Resolved
TSR-189797,359311,Customer 15,,Closed,,11-Nov-21,28-Feb-22,Done
TSR-189786,359299,Customer 15,,Closed,,11-Nov-21,28-Feb-22,Done
TSR-189774,359287,Customer 15,,Canceled,,11-Nov-21,04-Feb-22,Resolved
TSR-189531,358975,Customer 15,,Closed,Software Change,11-Nov-21,23-Apr-22,Done
TSR-187944,357127,Customer 15,,Closed,Software Change,09-Nov-21,22-Jan-22,Done
TSR-178003,345921,Customer 15,,Canceled,Infrastructure Change,21-Oct-21,15-Feb-22,Resolved
TSR-170608,337707,Customer 15,,Closed,Software Change,11-Oct-21,07-Jul-22,Done
TSR-169449,336434,Customer 15,,Awaiting Non Prod Implementation,Software Change,08-Oct-21,,
TSR-399414,591484,Customer 16,,In Review,Software Change,21-Sep-22,,
TSR-389557,580705,Customer 16,,In Review,Software Change,06-Sep-22,,
TSR-383070,573678,Customer 16,,Awaiting Prod implementation,Infrastructure Change,26-Aug-22,,
TSR-377878,567736,Customer 16,,Awaiting Non Prod Implementation,Software Change,19-Aug-22,,
TSR-359880,548180,Customer 16,,In Review,Software Change,25-Jul-22,,
TSR-346525,533800,Customer 16,,Closed,Infrastructure Change,06-Jul-22,19-Aug-22,Done
TSR-346261,533507,Customer 16,,In Review,Software Change,06-Jul-22,,
